,time,iraq,barack obama,afghanistan,new york,california,gop,george w bush,wall street,john mccain,supreme court,iran,china,mitt romney,republican party,texas,hillary clinton,israel,middle east,florida,tea party,europe,bill clinton,medicare,sarah palin,washington post,christian,democratic party,russia,pakistan,ohio,vietnam,british,ronald reagan,massachusetts,social security,chicago,arizona,new york city,d c ,reagan,pentagon,virginia,jewish,european,fox news,world war ii,iowa,syria,pennsylvania
2244,3/6/2013,10,2,3,4,2,1,0,0,1,2,10,2,0,1,1,1,7,4,1,2,0,1,2,1,1,3,0,0,2,0,4,1,0,0,3,0,0,0,1,2,4,0,4,0,1,2,0,1,0
2245,3/7/2013,13,2,4,16,5,2,0,6,1,8,11,3,0,0,3,1,7,8,5,1,4,0,3,0,3,5,1,0,4,3,6,4,2,3,3,2,3,1,4,3,4,2,7,1,1,1,0,1,2
2246,3/8/2013,4,9,5,8,11,6,0,2,3,2,4,2,3,4,2,2,1,0,5,6,2,2,5,0,2,7,2,1,3,1,2,1,0,3,5,1,0,3,2,0,5,4,0,0,1,3,1,0,1
2247,3/9/2013,2,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1
2248,3/10/2013,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2249,3/11/2013,8,3,5,6,5,5,0,10,3,9,3,1,1,3,7,0,2,1,15,4,8,3,11,0,2,2,2,2,2,4,1,3,2,1,6,3,4,0,1,3,3,1,0,6,0,2,0,1,1
2250,3/12/2013,8,1,5,14,6,5,0,5,2,2,5,2,2,2,0,1,8,4,3,2,2,1,4,0,1,5,1,3,4,2,2,6,2,3,3,0,1,1,1,2,1,1,7,2,2,2,1,0,3
2251,3/13/2013,3,2,5,11,4,7,0,7,0,2,4,5,6,3,2,0,2,1,3,5,7,0,4,2,4,6,4,2,3,2,5,3,1,1,5,4,2,3,5,3,1,3,2,4,1,2,1,0,1
2252,3/14/2013,2,2,1,13,4,4,0,6,0,5,4,3,0,2,4,0,3,1,6,2,4,3,4,0,1,3,2,0,3,0,0,1,1,1,3,1,4,2,1,1,1,2,0,1,0,1,0,1,1
2253,3/15/2013,9,1,3,5,3,3,1,8,1,2,5,1,2,1,0,0,6,2,3,3,6,1,9,0,0,3,2,1,0,0,3,0,0,0,7,0,1,1,2,0,0,2,4,6,0,1,1,2,1
2254,3/16/2013,3,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,6,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2255,3/17/2013,6,1,1,2,0,2,0,3,2,1,1,0,1,2,0,0,3,3,0,1,0,0,5,0,2,2,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,1,0,0,1,0
2256,3/18/2013,15,3,5,17,3,8,0,6,4,6,10,6,3,5,7,3,13,3,2,3,8,1,1,3,4,3,1,1,2,3,7,1,3,1,1,2,0,2,3,6,2,0,6,6,3,2,0,2,0
2257,3/19/2013,34,2,8,17,5,5,0,3,2,8,4,3,0,4,11,3,2,2,11,0,4,1,5,0,5,15,2,2,2,4,11,1,2,0,2,1,6,3,3,4,2,1,1,2,4,2,0,3,1
2258,3/20/2013,10,3,4,7,5,8,0,2,1,7,10,3,6,5,3,2,16,7,3,1,6,2,2,2,4,5,2,3,1,2,0,1,0,0,3,2,2,1,3,1,0,0,3,2,1,4,0,8,2
2259,3/21/2013,11,6,7,10,9,10,0,6,2,6,9,6,3,2,4,1,18,5,5,1,6,3,10,3,1,9,3,6,1,1,4,0,0,1,9,2,0,1,5,1,2,0,5,2,1,1,0,3,0
2260,3/22/2013,7,2,4,9,4,8,0,0,1,2,2,2,1,5,2,1,5,2,0,3,1,0,6,2,1,6,0,2,1,0,4,1,0,5,5,2,1,1,3,0,2,0,7,0,1,1,0,0,3
2261,3/23/2013,3,2,1,1,1,0,0,0,0,1,3,4,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
2262,3/24/2013,5,1,0,0,1,1,0,0,0,1,4,0,1,0,0,1,12,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
2263,3/25/2013,9,4,0,12,10,5,0,6,0,16,3,3,3,6,7,3,6,1,1,3,13,2,3,1,2,8,1,3,2,0,3,2,2,0,5,6,5,2,6,4,2,1,7,10,0,2,1,2,0
2264,3/26/2013,6,4,1,7,12,4,0,1,0,18,4,3,0,2,0,0,4,1,1,1,10,1,0,0,2,4,0,1,0,6,1,1,0,3,2,0,1,1,0,1,0,0,5,7,2,1,2,3,1
2265,3/27/2013,8,4,3,8,7,2,0,1,1,12,3,2,0,2,3,1,5,1,6,2,3,2,5,0,0,11,1,0,5,0,5,2,0,3,3,3,0,0,4,1,1,1,4,0,1,2,0,1,0
2266,3/28/2013,13,5,3,12,12,3,0,5,3,13,5,2,2,4,6,2,4,3,7,2,1,2,3,1,3,11,4,1,0,3,1,3,1,6,3,5,2,3,2,3,0,6,0,0,2,3,2,1,4
2267,3/29/2013,5,3,4,3,17,5,0,3,1,16,0,1,0,3,7,1,1,3,1,3,0,1,2,1,3,3,0,1,0,1,2,2,1,0,2,1,0,0,2,3,1,4,2,0,0,0,1,1,0
2268,3/30/2013,1,1,0,0,0,0,0,0,0,2,2,0,0,0,3,0,1,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2269,3/31/2013,0,3,0,2,2,2,0,2,0,3,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,2,1,0,0,0,1,0,0,1,1,0,1,0,3,2,1,1,0,0,0,1,2,0,0
2270,4/1/2013,2,7,1,19,7,6,0,4,2,12,12,2,4,3,3,2,22,7,2,4,3,1,3,0,2,12,2,1,1,6,0,0,1,2,1,1,2,4,3,1,0,3,8,1,4,1,2,3,0
2271,4/2/2013,9,5,3,15,9,2,0,3,0,15,1,1,0,0,2,1,7,3,0,3,7,2,0,0,1,7,0,0,0,1,2,1,1,0,0,1,2,2,1,1,3,2,4,5,0,0,0,1,0
2272,4/3/2013,2,3,0,7,7,2,0,10,1,11,6,1,2,2,1,0,1,0,3,1,2,1,11,0,1,7,0,0,0,1,0,2,0,4,2,1,2,1,1,2,2,0,1,0,1,3,0,1,1
2273,4/4/2013,3,5,3,9,4,3,0,3,0,5,2,1,1,2,5,1,3,1,3,1,1,2,0,0,1,3,1,1,0,0,2,1,2,0,5,5,1,3,7,5,2,1,0,0,1,1,0,0,1
2274,4/5/2013,4,5,4,6,3,1,0,6,2,6,4,1,2,2,3,0,3,1,2,1,1,1,5,0,2,4,2,0,0,2,0,0,1,1,8,0,2,2,2,3,5,3,0,1,0,0,1,3,0
2275,4/6/2013,0,1,0,2,2,0,0,0,0,4,0,0,0,0,0,1,4,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,0
2276,4/7/2013,1,2,1,1,1,2,0,2,0,2,0,0,2,2,0,0,0,1,0,1,1,1,2,0,0,1,1,0,0,0,2,0,1,1,4,0,0,0,0,2,0,2,0,1,0,2,0,0,0
2277,4/8/2013,8,2,1,13,14,2,0,5,2,5,4,1,3,1,2,1,1,1,2,0,20,1,4,2,2,8,2,3,2,1,1,18,3,2,4,1,1,2,1,10,1,2,4,11,0,0,0,1,1
2278,4/9/2013,2,4,3,12,9,3,0,1,1,5,1,0,2,0,7,0,7,0,3,1,13,2,4,1,2,3,3,1,1,0,6,12,5,0,10,3,0,1,2,8,2,1,4,7,2,1,2,2,1
2279,4/10/2013,2,0,2,6,4,2,0,0,0,2,1,2,1,2,2,0,2,2,7,1,0,1,2,0,0,4,0,0,1,1,1,1,0,2,6,6,5,2,3,2,2,2,5,0,0,2,0,0,0
2280,4/11/2013,2,1,1,11,5,2,0,0,0,2,0,0,0,0,1,2,0,0,3,2,0,0,3,0,1,1,0,1,2,3,1,1,2,3,5,1,3,2,2,4,3,3,1,0,0,1,2,0,3
2281,4/12/2013,6,2,5,14,7,2,0,2,1,4,4,3,1,2,6,1,4,2,3,0,2,0,4,0,2,0,2,2,3,1,3,3,0,0,3,1,2,2,3,3,1,1,1,1,1,2,1,1,0
2282,4/14/2013,0,0,0,2,0,5,0,5,0,1,0,0,0,1,0,1,0,0,0,2,1,1,3,0,2,1,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2283,4/15/2013,2,9,4,16,4,5,0,5,0,4,7,4,2,4,6,3,7,3,1,4,12,3,3,0,2,3,1,4,2,1,4,2,1,2,11,4,0,5,4,3,4,3,2,5,2,2,1,2,0
2284,4/16/2013,4,1,3,9,1,1,0,1,0,1,2,1,0,3,0,0,3,4,0,0,2,0,6,0,2,10,2,0,0,2,0,0,1,3,2,1,0,2,1,1,3,0,1,0,3,1,1,1,1
2285,4/17/2013,7,3,10,11,7,4,0,1,1,6,1,1,2,3,5,0,8,4,1,3,9,4,1,1,1,4,0,3,8,0,0,1,1,2,0,1,3,1,1,4,1,1,7,7,2,0,0,1,1
2286,4/18/2013,5,3,5,19,11,3,0,3,0,10,5,4,1,2,2,3,2,6,6,1,7,3,10,0,1,3,1,2,4,1,1,0,1,1,12,2,4,2,2,2,1,0,0,3,0,4,0,1,0
2287,4/19/2013,2,1,1,13,3,2,0,3,2,1,4,3,1,3,3,0,6,1,2,0,4,0,8,0,0,7,3,7,0,0,3,0,0,6,2,1,1,4,1,1,0,0,1,3,1,1,0,1,1
2288,4/20/2013,1,1,1,8,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,2,0,0,1,0,0,1,0,2,1,3,0,1,0,1,1,1,1,1,0,0,2,1,1,0,1,0,1
2289,4/21/2013,1,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0
2290,4/22/2013,6,1,3,16,6,1,0,3,3,4,4,5,1,2,5,0,1,1,0,1,7,0,0,0,3,2,0,5,7,0,1,2,0,4,0,4,1,3,2,1,0,1,2,5,0,2,2,1,0
2291,4/23/2013,7,5,6,14,9,1,1,3,2,4,3,1,1,3,6,1,1,2,0,1,3,2,0,0,1,4,1,3,2,0,4,4,2,4,1,2,5,3,2,2,1,3,3,3,0,1,1,5,1
2292,4/24/2013,9,2,5,28,1,1,0,1,1,5,3,0,1,1,6,0,5,2,3,1,3,1,2,0,1,10,1,4,2,1,1,1,0,2,3,3,3,6,2,0,1,3,0,1,1,1,0,2,3
2293,4/25/2013,14,0,8,22,3,1,0,7,2,2,4,3,1,1,6,1,4,2,10,1,4,2,3,1,3,8,0,3,2,0,6,3,0,3,3,1,0,3,4,3,1,1,1,1,0,2,0,0,2
2294,4/26/2013,7,1,7,17,2,5,0,4,2,2,8,5,0,3,18,0,10,4,3,3,10,2,1,0,1,4,3,7,5,1,3,5,0,0,1,1,1,4,1,6,1,2,2,4,2,3,3,11,1
2295,4/27/2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,4/28/2013,1,1,1,2,0,0,0,0,1,3,3,0,0,0,5,0,1,0,3,0,2,1,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2297,4/29/2013,5,4,1,14,3,2,0,4,3,3,6,3,0,0,4,0,6,0,0,1,8,3,1,0,3,7,0,3,0,0,3,0,2,2,0,2,1,1,1,2,0,1,5,5,2,4,0,9,0
2298,4/30/2013,6,0,3,5,6,2,0,4,1,2,2,2,1,2,2,0,2,0,0,0,4,0,1,1,1,4,0,2,0,1,3,0,1,3,2,2,4,1,1,2,3,1,0,2,4,2,1,1,2
2299,5/1/2013,0,3,0,7,7,5,0,1,1,3,1,1,0,3,11,3,0,0,4,1,3,0,2,0,0,8,1,0,1,3,1,0,1,1,2,2,4,1,3,1,2,1,2,1,0,2,2,4,0
2300,5/2/2013,4,5,2,10,4,5,0,6,3,5,3,1,3,3,11,2,3,1,8,3,0,2,1,1,1,4,1,4,2,1,0,1,0,1,3,0,1,3,3,2,0,2,1,0,1,0,3,1,4
2301,5/3/2013,4,5,2,3,4,3,0,1,2,4,3,4,1,1,6,1,1,3,3,1,4,1,0,1,1,7,0,5,1,0,2,1,0,1,0,0,2,1,1,2,1,1,1,1,0,2,0,3,0
2302,5/4/2013,0,2,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,5/5/2013,5,1,3,3,1,1,0,1,0,0,0,1,0,0,1,0,3,2,0,0,3,0,0,0,0,1,0,1,4,0,1,0,1,0,0,1,1,1,0,2,1,0,0,1,1,0,0,2,2
2304,5/6/2013,7,5,5,5,5,4,0,0,0,2,8,3,1,2,1,1,2,3,1,0,4,0,4,1,0,11,1,0,0,0,1,0,0,1,1,1,1,1,1,2,4,1,1,3,0,1,0,3,1
2305,5/7/2013,8,3,7,9,5,9,0,1,1,3,8,7,4,0,1,2,5,5,0,3,7,2,2,0,2,3,1,3,2,1,0,2,1,1,1,1,0,1,1,2,4,2,2,5,0,2,0,5,1
2306,5/8/2013,4,1,4,8,5,2,0,2,1,3,5,0,2,1,1,4,4,2,1,2,9,1,5,1,1,3,0,2,7,0,2,6,1,2,2,2,3,3,2,2,2,2,1,6,1,1,0,5,1
2307,5/9/2013,4,5,3,9,4,1,0,6,0,2,4,5,1,1,1,3,6,2,0,1,4,2,2,0,2,1,2,3,3,0,5,2,3,5,4,3,0,1,1,4,2,0,1,2,3,1,2,3,0
2308,5/10/2013,6,4,4,15,5,6,0,7,2,2,3,5,3,5,3,4,3,3,2,1,4,3,1,1,2,3,1,1,1,3,2,2,3,2,1,3,0,2,5,9,2,2,0,1,4,2,0,0,1
2309,5/11/2013,2,1,1,2,2,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0
2310,5/12/2013,0,0,2,2,0,2,0,3,0,1,1,0,0,1,1,1,0,1,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,1,3,2,0,0,1,2,0,0,0,0,0,1,0,1,0
2311,5/13/2013,6,3,2,9,4,5,1,3,1,3,4,0,3,1,8,2,9,3,3,2,1,0,3,1,2,6,1,2,4,0,1,2,2,1,1,1,1,0,0,4,3,6,2,0,1,4,2,1,1
2312,5/14/2013,6,2,3,9,3,5,0,4,2,3,3,1,0,2,3,2,4,2,0,3,4,1,2,1,2,1,1,2,1,2,4,3,1,1,2,0,0,1,0,1,4,4,0,2,2,3,0,0,1
2313,5/15/2013,1,0,3,6,6,8,0,6,1,1,2,3,1,4,1,0,0,1,4,2,2,1,5,0,3,0,1,0,0,3,1,0,1,0,4,1,0,1,0,1,0,1,0,1,0,2,1,0,0
2314,5/16/2013,2,4,4,10,3,6,0,4,1,3,8,0,2,2,1,1,2,2,2,4,5,2,0,1,4,7,0,3,4,6,3,3,2,2,1,3,2,1,8,5,3,2,1,1,2,0,0,6,3
2315,5/17/2013,7,2,6,13,4,4,0,5,1,4,3,0,0,3,1,2,2,2,4,5,7,0,2,0,3,7,0,1,0,0,2,6,0,0,0,3,3,3,3,1,1,6,2,5,3,1,2,1,2
2316,5/18/2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2317,5/19/2013,0,1,1,3,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,3,1,2,0,0,0,0,0,1,1,1,0,0,0,3,0,1,0,0,3,0,0,0,1,0,0,1,0,0
2318,5/20/2013,2,5,3,12,6,1,0,4,0,9,2,3,0,0,2,3,1,3,1,5,10,1,0,0,6,13,1,0,0,0,0,4,1,3,0,1,0,0,4,3,7,3,2,5,1,5,2,1,3
2319,5/21/2013,2,1,2,5,6,6,0,2,0,1,2,2,3,2,4,2,0,0,4,5,1,0,2,1,0,8,1,0,2,2,2,2,2,1,0,4,0,1,3,6,1,1,0,0,1,1,0,1,1
2320,5/22/2013,5,3,4,17,10,2,0,4,2,9,3,3,2,1,3,2,1,2,4,5,15,0,1,0,0,1,0,1,3,1,0,1,0,1,2,0,1,2,1,0,0,3,3,11,0,0,0,1,1
2321,5/23/2013,2,2,1,11,3,1,0,3,0,1,4,2,1,1,4,0,0,1,0,1,4,1,2,0,3,2,1,1,1,1,0,0,1,2,0,3,0,1,4,1,2,2,0,2,1,3,0,0,3
2322,5/24/2013,7,4,5,8,5,3,0,2,1,5,3,4,0,2,4,1,0,0,2,0,0,1,0,0,2,3,0,0,3,0,2,3,1,0,4,3,1,3,3,1,3,4,0,0,2,2,0,1,0
2323,5/25/2013,1,0,1,5,0,0,0,1,0,0,0,1,0,1,1,0,0,2,0,1,3,0,1,0,1,1,0,0,1,0,1,2,1,0,2,0,0,0,1,3,0,0,1,0,0,0,0,0,0
2324,5/26/2013,4,0,2,3,3,1,0,2,0,0,3,2,0,0,1,0,8,1,0,1,0,0,1,0,1,1,0,1,1,0,1,2,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0
2325,5/27/2013,3,1,3,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2326,5/28/2013,11,10,12,15,13,4,0,5,2,2,5,2,2,2,6,4,3,7,3,4,9,4,3,2,6,4,1,1,6,0,10,6,1,1,8,1,1,2,4,1,4,0,1,6,1,4,1,2,0
2327,5/29/2013,2,1,2,17,3,3,0,1,1,5,1,3,0,2,6,1,0,3,1,3,4,0,1,0,2,3,0,2,2,0,1,1,0,3,11,4,0,3,3,1,4,1,0,2,5,2,1,0,0
2328,5/30/2013,10,2,3,12,6,7,0,4,4,4,14,7,4,5,2,0,4,4,5,3,9,1,0,1,0,5,1,7,0,1,1,3,3,1,1,2,0,3,3,7,1,2,0,6,3,0,2,7,2
2329,5/31/2013,7,1,6,8,1,3,0,2,2,4,2,0,0,1,0,1,0,1,1,5,4,0,1,2,0,4,1,1,3,4,4,4,2,1,2,2,0,1,7,4,1,2,1,2,2,0,1,0,3
2330,6/1/2013,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,6/2/2013,1,1,0,3,1,2,0,0,0,0,0,1,2,0,1,1,0,0,2,0,1,1,0,1,1,1,1,2,0,3,0,2,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0
2332,6/3/2013,4,4,1,8,5,3,0,3,1,4,1,2,1,0,3,0,2,0,0,6,1,1,0,0,1,5,0,0,0,0,2,0,1,0,1,1,0,3,6,1,2,5,2,0,4,1,0,2,2
2333,6/4/2013,2,3,0,6,5,4,0,3,1,9,7,5,2,1,7,0,6,4,1,2,6,2,0,1,0,3,0,3,3,1,0,0,4,1,1,0,1,0,3,6,0,3,2,5,1,2,2,3,2
2334,6/5/2013,9,5,5,7,3,3,0,6,2,5,4,3,4,1,5,3,6,3,0,0,7,1,0,0,2,2,2,2,0,0,3,3,1,5,1,2,2,0,1,5,3,6,1,4,1,1,0,1,0
2335,6/6/2013,4,2,2,9,6,0,0,2,0,5,1,5,1,0,3,0,6,2,2,2,7,0,2,0,2,3,1,0,1,1,3,2,0,1,0,0,0,3,2,2,3,1,4,6,1,0,0,1,0
2336,6/7/2013,2,6,2,5,8,1,0,2,1,4,3,5,0,2,5,1,1,2,1,1,2,1,0,0,1,4,0,1,2,0,1,4,1,0,0,4,1,0,1,3,4,1,2,0,2,3,0,1,2
2337,6/8/2013,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2338,6/9/2013,1,0,1,2,3,0,0,0,1,3,1,6,0,0,1,1,1,2,0,0,1,1,0,0,1,0,0,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
2339,6/10/2013,3,3,4,19,16,2,0,2,0,4,0,6,0,0,3,1,8,1,4,1,14,1,0,0,7,4,1,7,2,4,1,3,1,0,0,1,2,7,5,3,1,0,6,8,0,1,1,4,4
2340,6/11/2013,10,9,6,26,6,6,0,3,0,3,2,4,2,3,3,2,5,2,1,3,7,2,0,1,3,3,1,1,5,0,7,1,0,1,1,4,2,2,1,1,4,2,2,2,1,0,0,0,3
2341,6/12/2013,5,3,3,18,7,0,0,7,0,6,8,8,1,2,5,1,7,3,3,1,17,1,1,2,8,4,0,6,6,1,3,5,0,0,2,2,0,3,4,1,3,4,0,11,2,2,0,4,0
2342,6/13/2013,5,1,4,8,6,2,0,1,0,5,3,5,0,4,3,0,3,4,2,0,5,0,0,0,0,2,2,2,0,1,2,3,2,2,0,3,0,2,2,3,0,3,5,2,0,0,1,1,0
2343,6/14/2013,4,4,4,6,6,4,0,3,2,7,3,6,1,2,5,1,1,3,0,1,17,3,0,1,5,2,0,6,2,0,1,2,1,1,0,4,1,0,5,3,3,3,0,11,2,1,0,3,1
2344,6/15/2013,1,0,1,4,1,0,0,0,0,4,2,2,0,0,0,0,5,2,0,0,1,0,0,0,2,2,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,2,0
2345,6/16/2013,0,1,0,2,0,3,0,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0,3,2,2,0,0,0,0,0,1,0
2346,6/17/2013,12,4,2,24,7,5,0,6,1,6,13,2,0,2,13,2,7,7,9,2,6,2,1,0,6,4,2,9,3,2,2,5,1,3,2,4,7,3,2,1,3,2,3,4,1,1,1,9,3
2347,6/18/2013,6,5,3,10,3,3,0,1,4,4,2,4,2,1,3,1,5,4,2,0,2,2,3,2,1,5,0,3,3,1,3,1,1,4,5,1,1,1,0,2,2,4,0,1,0,2,0,6,4
2348,6/19/2013,2,3,4,22,14,3,0,2,0,11,2,4,2,1,3,2,0,1,2,1,3,2,1,0,1,2,1,3,3,0,5,0,0,1,3,6,3,4,2,0,1,1,4,1,2,2,1,2,0
2349,6/20/2013,2,1,2,10,2,3,0,1,3,4,6,2,1,0,5,0,0,2,0,0,2,1,2,0,2,0,1,1,0,0,1,0,0,1,0,1,3,1,0,1,2,0,1,1,0,1,0,1,0
2350,6/21/2013,2,2,1,8,4,1,0,0,0,4,0,2,1,1,3,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,4,0,0,0,1,0,1,3,0,0,1,2,0,0,0,2,0,2,2
2351,6/22/2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2352,6/23/2013,2,3,0,2,0,0,0,3,0,1,1,3,1,1,2,0,0,0,0,1,1,1,0,1,0,0,1,2,0,0,1,0,2,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0
2353,6/24/2013,1,0,1,11,16,3,0,6,0,10,3,5,3,2,11,1,1,0,5,0,2,3,1,0,1,1,0,5,3,0,2,0,0,0,0,0,2,1,2,1,0,3,4,1,1,1,1,0,2
2354,6/25/2013,4,6,0,10,9,4,0,2,0,13,10,6,0,3,9,0,2,0,3,0,9,0,0,0,4,2,2,2,0,1,1,4,4,1,3,1,1,0,0,6,2,0,0,3,2,1,2,0,0
2355,6/26/2013,2,9,1,13,21,9,0,4,3,36,2,2,2,3,26,1,0,0,4,0,1,2,1,0,2,6,4,4,0,3,1,1,2,3,2,4,3,2,2,5,1,4,2,0,3,1,0,3,4
2356,6/27/2013,2,2,1,13,8,7,0,4,1,19,0,3,0,5,14,2,1,1,4,3,1,2,1,1,3,6,0,3,0,2,4,1,1,2,3,9,1,1,4,3,1,6,6,0,3,1,0,0,2
2357,6/28/2013,1,1,0,7,9,4,0,0,0,19,1,6,0,2,22,0,1,1,4,2,5,1,3,0,0,10,1,1,0,0,0,0,0,5,3,1,0,1,0,0,0,4,0,2,3,2,1,1,3
2358,6/29/2013,0,2,0,2,3,3,0,0,0,4,0,2,1,0,6,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
2359,6/30/2013,1,1,1,9,1,2,0,2,0,4,3,2,1,2,4,0,4,2,3,1,5,0,0,0,0,0,0,6,2,1,2,2,0,0,0,0,0,1,0,2,1,2,2,3,0,0,0,1,0
2360,7/1/2013,5,2,3,8,13,5,0,3,1,20,1,6,1,1,15,0,8,2,4,2,5,0,1,0,1,3,0,4,0,4,0,1,0,3,1,3,4,2,1,3,4,1,3,3,1,2,4,0,5
2361,7/2/2013,2,5,1,6,9,5,0,4,0,14,4,7,1,4,13,0,2,1,2,2,14,2,0,0,2,2,2,5,3,3,2,3,2,0,1,0,1,2,1,3,4,4,0,8,0,2,0,1,2
2362,7/3/2013,4,5,2,12,13,4,0,5,0,17,2,5,0,2,13,0,1,4,2,4,5,1,0,0,0,8,0,6,3,2,1,3,0,1,2,0,3,0,2,1,2,4,5,1,1,0,0,3,4
2363,7/4/2013,0,0,0,5,0,1,0,1,1,2,0,1,0,1,0,0,3,0,0,1,5,0,0,0,0,1,1,1,0,0,1,3,1,0,1,1,3,0,1,1,0,0,0,3,1,0,0,0,0
2364,7/5/2013,0,2,1,1,7,2,0,1,0,4,1,4,0,2,6,0,1,2,1,0,4,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1
2365,7/6/2013,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0
2366,7/7/2013,1,0,0,4,0,1,0,0,1,3,0,1,0,1,2,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,4,1,1,0,0,0
2367,7/8/2013,7,6,7,8,2,3,0,2,2,8,5,3,3,2,4,2,4,6,3,3,6,1,3,0,1,2,2,0,1,0,8,4,2,3,0,1,1,0,0,2,4,1,2,2,1,1,0,1,1
2368,7/9/2013,1,1,0,21,11,1,0,7,1,5,3,2,0,2,8,0,1,1,2,1,4,0,1,1,1,8,2,4,0,2,3,0,2,4,3,2,0,5,3,3,3,4,0,1,2,0,1,0,2
2369,7/10/2013,8,1,6,8,4,4,0,0,3,13,2,1,0,3,13,0,1,2,0,3,11,0,0,1,0,8,2,1,3,0,3,2,1,0,0,0,3,0,2,1,0,1,1,7,0,1,0,2,0
2370,7/11/2013,3,3,4,12,4,3,0,2,1,4,3,2,3,2,7,1,6,2,2,2,6,0,9,0,2,6,0,2,0,1,2,0,1,1,2,1,4,1,2,1,2,2,2,2,1,0,1,3,1
